name,scissor_kick_combined,bat_speed,swing_length,attack_angle,attack_direction,swing_path_tilt
"Jeffers, Ryan",True,72.2,7.2,9.827832559114478,-2.6810556976931594,28.851058994066776
"Crow-Armstrong, Pete",False,72.6,7.2,15.055028958810468,-3.4182005007471803,34.7171972671452
"Bellinger, Cody",False,70.3,7.7,12.907916465840197,-3.260477022730534,32.21952521790425
"Chourio, Jackson",True,74.0,7.5,6.952351521075056,1.11043700946463,26.12697213610939
"Lowe, Brandon",False,73.3,7.2,14.737996051130256,-1.7982784086418095,33.67068097286288
"Neto, Zach",False,71.4,7.0,16.40402531976776,-5.58770197908139,37.93794928137422
"Barger, Addison",False,75.7,7.7,10.087125343810946,-6.470800274051203,28.47121825028208
"Greene, Riley",True,75.2,7.2,13.497803369148889,2.6069052095139087,44.84658430759177
"Rooker, Brent",False,73.7,7.1,12.571066677760026,-6.581347406930408,35.83685555072244
"Carpenter, Kerry",False,71.9,7.4,15.74873483297679,0.3863196503772634,33.827549237683414
"Busch, Michael",False,69.7,7.1,17.019449211317788,-1.25995132371976,36.72137872218936
"Donovan, Brendan",False,69.1,6.8,8.115693920132793,1.6805977324677286,30.342682846644
"Moniak, Mickey",False,74.0,7.7,11.314870528407578,-3.3581694034719063,33.36090354227004
"Tucker, Kyle",False,72.1,7.5,11.571672985989848,-8.112717531091752,33.6902073374921
"García Jr., Luis",False,72.4,7.4,10.716302542927217,-2.5637457802076487,28.88568691809939
"Naylor, Josh",False,71.1,7.5,7.16711152611584,-8.399377386419928,31.003301186605785
"Domínguez, Jasson",False,73.8,7.8,6.141998004232026,-2.990955764680418,31.350260867853784
"Holliday, Jackson",False,70.6,6.9,8.278218339569115,7.368147933594869,32.14036736457591
"Witt Jr., Bobby",False,74.5,7.0,5.2350954107741,-0.6952035894830754,28.683116844254133
"Sosa, Lenyn",True,72.3,7.4,10.719156860313054,1.3205637122321343,32.698520555534145
"Suzuki, Seiya",True,73.4,7.2,8.2791832476209,-2.911692598434757,30.85621851037795
"Goodman, Hunter",True,74.2,7.2,13.58660074394406,-6.856264503163809,25.832788479489228
"Edwards, Xavier",False,66.7,6.4,2.515043133449037,2.149526429631769,31.13247004435794
"Hoerner, Nico",True,68.4,7.2,5.670040789354455,-2.10394837750752,33.43130580870754
"Clement, Ernie",True,67.3,7.0,11.387551671494087,-2.568926690484016,32.05946736700344
"Jung, Josh",True,70.4,7.0,11.705684360841271,2.4725660539062435,37.81434946469832
"Díaz, Yandy",False,73.7,7.7,3.396456680255857,6.084142058769452,24.22691866367509
"Castellanos, Nick",False,70.4,7.6,14.812950434315605,-3.94264789185429,39.47309457256583
"Altuve, Jose",True,69.4,7.5,14.96709889810017,-4.953932907933893,28.65929842338411
"Dingler, Dillon",True,72.0,7.7,11.381202474032362,-1.039498896117358,39.19570208639296
"Smith, Josh",False,69.2,6.7,8.123490602540551,-2.051412181292479,36.176844800672505
"Correa, Carlos",False,74.0,7.3,8.351203916303742,-2.704333305173313,31.83508412671233
"Báez, Javier",False,73.4,8.3,10.350339457668175,-6.252638964403265,30.211795409156657
"Olson, Matt",True,73.7,7.4,8.461954381486807,1.3728774754487982,33.92382259990251
"Kiner-Falefa, Isiah",True,66.4,6.9,4.901766075213105,3.255209588800508,32.77148707350771
"Smith, Cam",True,74.3,7.3,6.388975307162322,-0.4534477274186304,37.78275078937671
"Narváez, Carlos",True,72.2,7.6,9.419834193380773,1.6923249734723838,29.416836894490963
