name,scissor_kick_combined,pa,obp,slg,singles,doubles,triples,hrs,whiffs,swings,bip,singles_per_pa,doubles_per_pa,triples_per_pa,hrs_per_pa,singles_per_bip,doubles_per_bip,triples_per_bip,hrs_per_bip,whiff_percent,ops
"Schanuel, Nolan",False,310,0.29,0.41,66,18,0,6,105,623,274,0.2129032258064516,0.05806451612903226,0.0,0.01935483870967742,0.24087591240875914,0.06569343065693431,0.0,0.021897810218978103,0.16853932584269662,0.7
"Pasquantino, Vinnie",False,273,0.249,0.375,49,11,2,6,100,617,235,0.1794871794871795,0.040293040293040296,0.007326007326007326,0.02197802197802198,0.20851063829787234,0.04680851063829787,0.00851063829787234,0.02553191489361702,0.1620745542949757,0.624
"Altuve, Jose",True,296,0.251,0.429,47,14,1,12,141,615,249,0.15878378378378377,0.0472972972972973,0.0033783783783783786,0.04054054054054054,0.18875502008032127,0.05622489959839357,0.004016064257028112,0.04819277108433735,0.22926829268292684,0.6799999999999999
"Chourio, Jackson",True,279,0.297,0.507,51,19,0,13,143,610,221,0.1827956989247312,0.06810035842293907,0.0,0.04659498207885305,0.23076923076923078,0.08597285067873303,0.0,0.058823529411764705,0.23442622950819672,0.804
"Crawford, J.P.",True,277,0.235,0.385,44,11,0,10,106,593,233,0.1588447653429603,0.039711191335740074,0.0,0.036101083032490974,0.1888412017167382,0.04721030042918455,0.0,0.04291845493562232,0.178752107925801,0.62
"Yelich, Christian",False,266,0.249,0.411,40,17,2,7,181,590,193,0.15037593984962405,0.06390977443609022,0.007518796992481203,0.02631578947368421,0.20725388601036268,0.08808290155440414,0.010362694300518135,0.03626943005181347,0.30677966101694915,0.6599999999999999
"France, Ty",False,247,0.289,0.56,40,13,2,16,167,587,187,0.16194331983805668,0.05263157894736842,0.008097165991902834,0.06477732793522267,0.21390374331550802,0.06951871657754011,0.0106951871657754,0.0855614973262032,0.28449744463373083,0.849
"Ramos, Heliot",True,253,0.269,0.452,43,13,3,9,168,587,189,0.16996047430830039,0.05138339920948617,0.011857707509881422,0.03557312252964427,0.2275132275132275,0.06878306878306878,0.015873015873015872,0.047619047619047616,0.28620102214650767,0.7210000000000001
"Butler, Lawrence",False,244,0.214,0.322,37,9,1,5,165,579,186,0.15163934426229508,0.036885245901639344,0.004098360655737705,0.020491803278688523,0.1989247311827957,0.04838709677419355,0.005376344086021506,0.026881720430107527,0.2849740932642487,0.536
"Suárez, Eugenio",False,244,0.23,0.449,31,11,0,14,199,569,164,0.12704918032786885,0.045081967213114756,0.0,0.05737704918032787,0.18902439024390244,0.06707317073170732,0.0,0.08536585365853659,0.34973637961335674,0.679
"Goldschmidt, Paul",False,251,0.279,0.52,43,10,1,16,151,563,201,0.17131474103585656,0.0398406374501992,0.00398406374501992,0.06374501992031872,0.21393034825870647,0.04975124378109453,0.004975124378109453,0.07960199004975124,0.2682060390763766,0.799
"Soto, Juan",False,287,0.289,0.554,52,8,2,21,116,562,247,0.18118466898954705,0.027874564459930314,0.006968641114982578,0.07317073170731707,0.21052631578947367,0.032388663967611336,0.008097165991902834,0.08502024291497975,0.20640569395017794,0.843
"Kwan, Steven",False,319,0.26,0.326,66,13,2,1,48,558,299,0.20689655172413793,0.04075235109717868,0.006269592476489028,0.003134796238244514,0.22073578595317725,0.043478260869565216,0.006688963210702341,0.0033444816053511705,0.08602150537634409,0.5860000000000001
"Larnach, Trevor",False,261,0.312,0.485,53,19,1,8,137,539,222,0.20306513409961685,0.07279693486590039,0.0038314176245210726,0.03065134099616858,0.23873873873873874,0.08558558558558559,0.0045045045045045045,0.036036036036036036,0.2541743970315399,0.7969999999999999
"Wilson, Jacob",False,262,0.28,0.408,55,10,1,7,76,538,238,0.2099236641221374,0.03816793893129771,0.003816793893129771,0.026717557251908396,0.23109243697478993,0.04201680672268908,0.004201680672268907,0.029411764705882353,0.1412639405204461,0.688
"Realmuto, J.T.",False,253,0.233,0.372,39,13,0,7,127,530,202,0.1541501976284585,0.05138339920948617,0.0,0.02766798418972332,0.19306930693069307,0.06435643564356436,0.0,0.034653465346534656,0.23962264150943396,0.605
"Grisham, Trent",False,269,0.234,0.429,36,14,2,11,92,530,241,0.13382899628252787,0.05204460966542751,0.007434944237918215,0.040892193308550186,0.14937759336099585,0.058091286307053944,0.008298755186721992,0.04564315352697095,0.17358490566037735,0.663
"McLain, Matt",False,248,0.207,0.358,30,13,0,8,144,525,187,0.12096774193548387,0.05241935483870968,0.0,0.03225806451612903,0.16042780748663102,0.06951871657754011,0.0,0.0427807486631016,0.2742857142857143,0.565
"McKinstry, Zach",False,244,0.212,0.322,36,8,3,4,88,522,207,0.14754098360655737,0.03278688524590164,0.012295081967213115,0.01639344262295082,0.17391304347826086,0.03864734299516908,0.014492753623188406,0.01932367149758454,0.1685823754789272,0.534
"Hernández, Teoscar",False,238,0.265,0.417,44,11,0,8,168,521,176,0.18487394957983194,0.046218487394957986,0.0,0.03361344537815126,0.25,0.0625,0.0,0.045454545454545456,0.32245681381957775,0.6819999999999999
"Moniak, Mickey",False,228,0.285,0.578,35,11,3,16,148,517,175,0.15350877192982457,0.04824561403508772,0.013157894736842105,0.07017543859649122,0.2,0.06285714285714286,0.017142857142857144,0.09142857142857143,0.2862669245647969,0.863
"Martínez, Angel",True,227,0.242,0.45,31,11,1,11,100,513,187,0.13656387665198239,0.048458149779735685,0.004405286343612335,0.048458149779735685,0.1657754010695187,0.058823529411764705,0.0053475935828877,0.058823529411764705,0.1949317738791423,0.692
"Frelick, Sal",False,275,0.243,0.343,47,14,0,4,55,512,249,0.1709090909090909,0.05090909090909091,0.0,0.014545454545454545,0.18875502008032127,0.05622489959839357,0.0,0.01606425702811245,0.107421875,0.5860000000000001
"Carpenter, Kerry",False,226,0.214,0.434,28,5,2,13,146,511,159,0.12389380530973451,0.022123893805309734,0.008849557522123894,0.05752212389380531,0.1761006289308176,0.031446540880503145,0.012578616352201259,0.08176100628930817,0.2857142857142857,0.648
"Hoskins, Rhys",True,220,0.186,0.403,17,13,0,11,166,508,148,0.07727272727272727,0.05909090909090909,0.0,0.05,0.11486486486486487,0.08783783783783784,0.0,0.07432432432432433,0.32677165354330706,0.589
"Walls, Taylor",True,235,0.241,0.324,39,14,2,0,119,508,183,0.16595744680851063,0.059574468085106386,0.00851063829787234,0.0,0.21311475409836064,0.07650273224043716,0.01092896174863388,0.0,0.234251968503937,0.565
"Peña, Jeremy",False,228,0.32,0.513,52,10,0,11,141,507,191,0.22807017543859648,0.043859649122807015,0.0,0.04824561403508772,0.27225130890052357,0.05235602094240838,0.0,0.05759162303664921,0.2781065088757396,0.833
"Cruz, Oneil",False,216,0.306,0.546,42,10,0,14,191,505,152,0.19444444444444445,0.046296296296296294,0.0,0.06481481481481481,0.27631578947368424,0.06578947368421052,0.0,0.09210526315789473,0.3782178217821782,0.8520000000000001
"Ozuna, Marcell",False,219,0.219,0.356,34,6,0,8,152,501,160,0.1552511415525114,0.0273972602739726,0.0,0.0365296803652968,0.2125,0.0375,0.0,0.05,0.3033932135728543,0.575
"Keith, Colt",False,266,0.274,0.428,51,12,2,8,104,499,226,0.19172932330827067,0.045112781954887216,0.007518796992481203,0.03007518796992481,0.22566371681415928,0.05309734513274336,0.008849557522123894,0.035398230088495575,0.20841683366733466,0.702
"Vientos, Mark",False,232,0.216,0.4,30,9,0,11,157,498,178,0.12931034482758622,0.03879310344827586,0.0,0.04741379310344827,0.16853932584269662,0.05056179775280899,0.0,0.06179775280898876,0.3152610441767068,0.616
"García, Adolis",False,220,0.205,0.35,29,8,1,7,170,491,150,0.1318181818181818,0.03636363636363636,0.004545454545454545,0.031818181818181815,0.19333333333333333,0.05333333333333334,0.006666666666666667,0.04666666666666667,0.34623217922606925,0.5549999999999999
"Lowe, Josh",False,184,0.209,0.365,26,4,0,8,145,485,136,0.14130434782608695,0.021739130434782608,0.0,0.043478260869565216,0.19117647058823528,0.029411764705882353,0.0,0.058823529411764705,0.29896907216494845,0.574
"Sánchez, Jesús",False,212,0.278,0.452,38,14,0,7,126,483,167,0.1792452830188679,0.0660377358490566,0.0,0.0330188679245283,0.2275449101796407,0.08383233532934131,0.0,0.041916167664670656,0.2608695652173913,0.73
"Yastrzemski, Mike",False,221,0.249,0.391,37,11,1,6,117,481,177,0.167420814479638,0.049773755656108594,0.004524886877828055,0.027149321266968326,0.20903954802259886,0.062146892655367235,0.005649717514124294,0.03389830508474576,0.24324324324324326,0.64
"Rutschman, Adley",True,239,0.259,0.457,34,19,1,8,76,480,212,0.14225941422594143,0.0794979079497908,0.0041841004184100415,0.03347280334728033,0.16037735849056603,0.08962264150943396,0.0047169811320754715,0.03773584905660377,0.15833333333333333,0.716
"Lowe, Nathaniel",True,209,0.273,0.507,32,13,0,12,104,479,159,0.15311004784688995,0.06220095693779904,0.0,0.05741626794258373,0.20125786163522014,0.08176100628930817,0.0,0.07547169811320754,0.21711899791231734,0.78
"Judge, Aaron",False,191,0.28,0.606,26,10,0,17,154,478,143,0.13612565445026178,0.05235602094240838,0.0,0.08900523560209424,0.18181818181818182,0.06993006993006994,0.0,0.11888111888111888,0.32217573221757323,0.886
"McMahon, Ryan",False,214,0.225,0.399,29,10,0,9,148,467,151,0.13551401869158877,0.04672897196261682,0.0,0.04205607476635514,0.19205298013245034,0.06622516556291391,0.0,0.059602649006622516,0.3169164882226981,0.624
"O'Hoppe, Logan",False,217,0.227,0.321,37,8,0,4,133,464,169,0.17050691244239632,0.03686635944700461,0.0,0.018433179723502304,0.21893491124260356,0.047337278106508875,0.0,0.023668639053254437,0.28663793103448276,0.548
"Ortiz, Joey",False,236,0.246,0.376,40,10,2,5,86,463,199,0.1694915254237288,0.0423728813559322,0.00847457627118644,0.0211864406779661,0.20100502512562815,0.05025125628140704,0.010050251256281407,0.02512562814070352,0.1857451403887689,0.622
"Rengifo, Luis",False,216,0.238,0.316,39,10,0,2,90,460,189,0.18055555555555555,0.046296296296296294,0.0,0.009259259259259259,0.20634920634920634,0.05291005291005291,0.0,0.010582010582010581,0.1956521739130435,0.554
"Wells, Austin",False,193,0.177,0.298,25,2,0,7,133,448,145,0.12953367875647667,0.010362694300518135,0.0,0.03626943005181347,0.1724137931034483,0.013793103448275862,0.0,0.04827586206896552,0.296875,0.475
"Betts, Mookie",False,256,0.242,0.435,39,10,0,13,56,447,236,0.15234375,0.0390625,0.0,0.05078125,0.1652542372881356,0.0423728813559322,0.0,0.05508474576271186,0.12527964205816555,0.677
"Bailey, Patrick",True,192,0.211,0.328,29,5,1,5,120,445,148,0.15104166666666666,0.026041666666666668,0.005208333333333333,0.026041666666666668,0.19594594594594594,0.033783783783783786,0.006756756756756757,0.033783783783783786,0.2696629213483146,0.539
"Garcia, Maikel",False,251,0.279,0.402,48,17,2,3,63,443,225,0.19123505976095617,0.06772908366533864,0.00796812749003984,0.01195219123505976,0.21333333333333335,0.07555555555555556,0.008888888888888889,0.013333333333333334,0.14221218961625282,0.681
"Norby, Connor",False,189,0.217,0.346,25,12,0,4,144,441,131,0.13227513227513227,0.06349206349206349,0.0,0.021164021164021163,0.19083969465648856,0.0916030534351145,0.0,0.030534351145038167,0.32653061224489793,0.563
"Langford, Wyatt",False,199,0.312,0.568,37,11,2,12,101,435,169,0.18592964824120603,0.05527638190954774,0.010050251256281407,0.06030150753768844,0.21893491124260356,0.0650887573964497,0.011834319526627219,0.07100591715976332,0.23218390804597702,0.8799999999999999
"Lindor, Francisco",False,187,0.241,0.439,28,5,4,8,105,433,156,0.1497326203208556,0.026737967914438502,0.0213903743315508,0.0427807486631016,0.1794871794871795,0.03205128205128205,0.02564102564102564,0.05128205128205128,0.24249422632794457,0.6799999999999999
"Laureano, Ramón",False,174,0.213,0.395,22,6,2,7,133,428,119,0.12643678160919541,0.034482758620689655,0.011494252873563218,0.040229885057471264,0.18487394957983194,0.05042016806722689,0.01680672268907563,0.058823529411764705,0.3107476635514019,0.608
"Williamson, Ben",False,209,0.274,0.361,44,10,1,2,71,417,183,0.21052631578947367,0.04784688995215311,0.004784688995215311,0.009569377990430622,0.24043715846994534,0.0546448087431694,0.00546448087431694,0.01092896174863388,0.17026378896882494,0.635
"Seager, Corey",False,181,0.188,0.391,18,6,0,10,145,416,130,0.09944751381215469,0.03314917127071823,0.0,0.055248618784530384,0.13846153846153847,0.046153846153846156,0.0,0.07692307692307693,0.3485576923076923,0.579
"Narváez, Carlos",True,160,0.206,0.307,23,6,0,3,129,403,111,0.14375,0.0375,0.0,0.01875,0.2072072072072072,0.05405405405405406,0.0,0.02702702702702703,0.3200992555831266,0.513
"Heim, Jonah",False,193,0.233,0.447,25,10,0,10,93,395,157,0.12953367875647667,0.05181347150259067,0.0,0.05181347150259067,0.1592356687898089,0.06369426751592357,0.0,0.06369426751592357,0.23544303797468355,0.68
"Cronenworth, Jake",False,168,0.228,0.311,30,5,0,3,85,377,132,0.17857142857142858,0.02976190476190476,0.0,0.017857142857142856,0.22727272727272727,0.03787878787878788,0.0,0.022727272727272728,0.22546419098143236,0.539
"Friedl, TJ",False,193,0.181,0.273,24,6,1,3,96,375,151,0.12435233160621761,0.031088082901554404,0.0051813471502590676,0.015544041450777202,0.15894039735099338,0.039735099337748346,0.006622516556291391,0.019867549668874173,0.256,0.454
"Torres, Gleyber",False,168,0.286,0.398,38,6,0,4,85,375,139,0.2261904761904762,0.03571428571428571,0.0,0.023809523809523808,0.2733812949640288,0.04316546762589928,0.0,0.02877697841726619,0.22666666666666666,0.6839999999999999
"Story, Trevor",True,157,0.217,0.323,24,7,0,3,115,363,110,0.15286624203821655,0.044585987261146494,0.0,0.01910828025477707,0.21818181818181817,0.06363636363636363,0.0,0.02727272727272727,0.3168044077134986,0.54
"Rooker, Brent",False,171,0.211,0.414,22,4,0,10,139,362,117,0.1286549707602339,0.023391812865497075,0.0,0.05847953216374269,0.18803418803418803,0.03418803418803419,0.0,0.08547008547008547,0.3839779005524862,0.625
"Diaz, Yainer",True,184,0.239,0.39,29,9,0,6,77,358,159,0.15760869565217392,0.04891304347826087,0.0,0.03260869565217391,0.18238993710691823,0.05660377358490566,0.0,0.03773584905660377,0.21508379888268156,0.629
"Gurriel Jr., Lourdes",False,174,0.207,0.292,26,8,0,2,86,358,143,0.14942528735632185,0.04597701149425287,0.0,0.011494252873563218,0.18181818181818182,0.055944055944055944,0.0,0.013986013986013986,0.24022346368715083,0.499
"Smith, Will",False,163,0.264,0.412,32,5,0,6,58,354,142,0.19631901840490798,0.03067484662576687,0.0,0.03680981595092025,0.22535211267605634,0.035211267605633804,0.0,0.04225352112676056,0.1638418079096045,0.6759999999999999
"Domínguez, Jasson",False,165,0.244,0.415,24,10,0,6,85,349,136,0.14545454545454545,0.06060606060606061,0.0,0.03636363636363636,0.17647058823529413,0.07352941176470588,0.0,0.04411764705882353,0.24355300859598855,0.659
"Pagés, Pedro",True,147,0.217,0.348,21,6,0,4,96,349,113,0.14285714285714285,0.04081632653061224,0.0,0.027210884353741496,0.18584070796460178,0.05309734513274336,0.0,0.035398230088495575,0.27507163323782235,0.565
"Scott II, Victor",False,151,0.213,0.286,24,4,0,2,79,317,122,0.15894039735099338,0.026490066225165563,0.0,0.013245033112582781,0.19672131147540983,0.03278688524590164,0.0,0.01639344262295082,0.24921135646687698,0.499
"Conforto, Michael",False,147,0.252,0.514,17,11,0,9,91,314,105,0.11564625850340136,0.07482993197278912,0.0,0.061224489795918366,0.1619047619047619,0.10476190476190476,0.0,0.08571428571428572,0.2898089171974522,0.766
"Volpe, Anthony",False,150,0.26,0.347,29,8,1,1,81,313,115,0.19333333333333333,0.05333333333333334,0.006666666666666667,0.006666666666666667,0.25217391304347825,0.06956521739130435,0.008695652173913044,0.008695652173913044,0.25878594249201275,0.607
"Jeffers, Ryan",True,146,0.317,0.583,27,9,1,9,54,309,128,0.18493150684931506,0.06164383561643835,0.00684931506849315,0.06164383561643835,0.2109375,0.0703125,0.0078125,0.0703125,0.17475728155339806,0.8999999999999999
"Holliday, Jackson",False,138,0.261,0.43,25,5,1,5,93,300,108,0.18115942028985507,0.036231884057971016,0.007246376811594203,0.036231884057971016,0.23148148148148148,0.046296296296296294,0.009259259259259259,0.046296296296296294,0.31,0.6910000000000001
"Smith, Josh",False,128,0.227,0.291,24,3,1,1,62,279,105,0.1875,0.0234375,0.0078125,0.0078125,0.22857142857142856,0.02857142857142857,0.009523809523809525,0.009523809523809525,0.2222222222222222,0.518
"Meyers, Jake",True,124,0.226,0.35,19,6,0,3,60,276,107,0.1532258064516129,0.04838709677419355,0.0,0.024193548387096774,0.17757009345794392,0.056074766355140186,0.0,0.028037383177570093,0.21739130434782608,0.576
"Taylor, Tyrone",False,132,0.266,0.539,17,8,0,9,66,274,113,0.12878787878787878,0.06060606060606061,0.0,0.06818181818181818,0.1504424778761062,0.07079646017699115,0.0,0.07964601769911504,0.24087591240875914,0.805
"Castellanos, Nick",False,109,0.202,0.364,13,5,0,4,91,272,83,0.11926605504587157,0.045871559633027525,0.0,0.03669724770642202,0.1566265060240964,0.060240963855421686,0.0,0.04819277108433735,0.33455882352941174,0.5660000000000001
"Correa, Carlos",False,117,0.291,0.44,23,8,0,3,60,262,97,0.19658119658119658,0.06837606837606838,0.0,0.02564102564102564,0.23711340206185566,0.08247422680412371,0.0,0.030927835051546393,0.22900763358778625,0.731
"Sosa, Lenyn",True,115,0.193,0.283,14,7,0,1,53,246,90,0.12173913043478261,0.06086956521739131,0.0,0.008695652173913044,0.15555555555555556,0.07777777777777778,0.0,0.011111111111111112,0.21544715447154472,0.476
"Ramírez, Agustín",False,104,0.25,0.379,18,5,1,2,74,239,86,0.17307692307692307,0.04807692307692308,0.009615384615384616,0.019230769230769232,0.20930232558139536,0.05813953488372093,0.011627906976744186,0.023255813953488372,0.30962343096234307,0.629
"Robert Jr., Luis",False,98,0.224,0.378,15,3,0,4,61,233,80,0.15306122448979592,0.030612244897959183,0.0,0.04081632653061224,0.1875,0.0375,0.0,0.05,0.26180257510729615,0.602
"Kiner-Falefa, Isiah",True,116,0.287,0.374,27,4,0,2,41,233,102,0.23275862068965517,0.034482758620689655,0.0,0.017241379310344827,0.2647058823529412,0.0392156862745098,0.0,0.0196078431372549,0.1759656652360515,0.661
"Nootbaar, Lars",False,122,0.27,0.421,22,7,1,3,44,231,103,0.18032786885245902,0.05737704918032787,0.00819672131147541,0.02459016393442623,0.21359223300970873,0.06796116504854369,0.009708737864077669,0.02912621359223301,0.19047619047619047,0.6910000000000001
"Arias, Gabriel",True,104,0.269,0.433,21,2,0,5,107,230,60,0.20192307692307693,0.019230769230769232,0.0,0.04807692307692308,0.35,0.03333333333333333,0.0,0.08333333333333333,0.4652173913043478,0.702
"Doyle, Brenton",False,104,0.221,0.288,18,4,0,1,73,227,71,0.17307692307692307,0.038461538461538464,0.0,0.009615384615384616,0.2535211267605634,0.056338028169014086,0.0,0.014084507042253521,0.32158590308370044,0.509
"Bader, Harrison",True,99,0.182,0.388,8,5,0,5,72,225,73,0.08080808080808081,0.050505050505050504,0.0,0.050505050505050504,0.1095890410958904,0.0684931506849315,0.0,0.0684931506849315,0.32,0.5700000000000001
"Hayes, Ke'Bryan",False,135,0.156,0.252,15,2,1,3,45,221,117,0.1111111111111111,0.014814814814814815,0.007407407407407408,0.022222222222222223,0.1282051282051282,0.017094017094017096,0.008547008547008548,0.02564102564102564,0.20361990950226244,0.40800000000000003
"Kirk, Alejandro",False,116,0.224,0.339,19,4,0,3,40,218,100,0.16379310344827586,0.034482758620689655,0.0,0.02586206896551724,0.19,0.04,0.0,0.03,0.1834862385321101,0.5630000000000001
"Edman, Tommy",False,95,0.355,0.516,24,5,2,2,44,203,79,0.25263157894736843,0.05263157894736842,0.021052631578947368,0.021052631578947368,0.3037974683544304,0.06329113924050633,0.02531645569620253,0.02531645569620253,0.21674876847290642,0.871
"Thomas, Alek",False,93,0.185,0.348,6,9,0,2,54,202,72,0.06451612903225806,0.0967741935483871,0.0,0.021505376344086023,0.08333333333333333,0.125,0.0,0.027777777777777776,0.26732673267326734,0.5329999999999999
"Frazier, Adam",False,80,0.218,0.346,10,5,1,1,53,196,55,0.125,0.0625,0.0125,0.0125,0.18181818181818182,0.09090909090909091,0.01818181818181818,0.01818181818181818,0.27040816326530615,0.564
"Beck, Jordan",False,78,0.192,0.325,8,5,1,1,54,184,61,0.10256410256410256,0.0641025641025641,0.01282051282051282,0.01282051282051282,0.13114754098360656,0.08196721311475409,0.01639344262295082,0.01639344262295082,0.29347826086956524,0.517
"Allen, Nick",True,92,0.267,0.341,20,3,0,1,49,180,77,0.21739130434782608,0.03260869565217391,0.0,0.010869565217391304,0.2597402597402597,0.03896103896103896,0.0,0.012987012987012988,0.2722222222222222,0.6080000000000001
"Polanco, Jorge",False,91,0.154,0.231,9,4,0,1,41,178,72,0.0989010989010989,0.04395604395604396,0.0,0.01098901098901099,0.125,0.05555555555555555,0.0,0.013888888888888888,0.2303370786516854,0.385
"Naylor, Bo",True,78,0.154,0.256,8,2,0,2,26,176,63,0.10256410256410256,0.02564102564102564,0.0,0.02564102564102564,0.12698412698412698,0.031746031746031744,0.0,0.031746031746031744,0.14772727272727273,0.41000000000000003
"Báez, Javier",False,78,0.256,0.403,13,5,0,2,46,167,63,0.16666666666666666,0.0641025641025641,0.0,0.02564102564102564,0.20634920634920634,0.07936507936507936,0.0,0.031746031746031744,0.2754491017964072,0.659
"McCutchen, Andrew",False,71,0.197,0.271,11,2,0,1,52,160,52,0.15492957746478872,0.028169014084507043,0.0,0.014084507042253521,0.21153846153846154,0.038461538461538464,0.0,0.019230769230769232,0.325,0.468
"Smith, Pavin",False,73,0.151,0.208,9,1,0,1,27,157,61,0.1232876712328767,0.0136986301369863,0.0,0.0136986301369863,0.14754098360655737,0.01639344262295082,0.0,0.01639344262295082,0.17197452229299362,0.359
"Donovan, Brendan",False,84,0.274,0.458,15,4,1,3,31,152,70,0.17857142857142858,0.047619047619047616,0.011904761904761904,0.03571428571428571,0.21428571428571427,0.05714285714285714,0.014285714285714285,0.04285714285714286,0.20394736842105263,0.732
"Kepler, Max",False,67,0.239,0.415,9,5,0,2,31,152,56,0.13432835820895522,0.07462686567164178,0.0,0.029850746268656716,0.16071428571428573,0.08928571428571429,0.0,0.03571428571428571,0.20394736842105263,0.6539999999999999
"Urías, Ramón",False,57,0.158,0.321,4,3,0,2,27,115,46,0.07017543859649122,0.05263157894736842,0.0,0.03508771929824561,0.08695652173913043,0.06521739130434782,0.0,0.043478260869565216,0.23478260869565218,0.479
"Espinal, Santiago",False,56,0.278,0.396,11,3,0,1,21,112,51,0.19642857142857142,0.05357142857142857,0.0,0.017857142857142856,0.21568627450980393,0.058823529411764705,0.0,0.0196078431372549,0.1875,0.674
"India, Jonathan",False,43,0.186,0.349,5,1,0,2,21,93,35,0.11627906976744186,0.023255813953488372,0.0,0.046511627906976744,0.14285714285714285,0.02857142857142857,0.0,0.05714285714285714,0.22580645161290322,0.5349999999999999
"Wagaman, Eric",True,34,0.176,0.353,4,0,0,2,21,73,27,0.11764705882352941,0.0,0.0,0.058823529411764705,0.14814814814814814,0.0,0.0,0.07407407407407407,0.2876712328767123,0.5289999999999999
"Santana, Carlos",True,23,0.087,0.13,1,1,0,0,16,54,16,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0625,0.0625,0.0,0.0,0.2962962962962963,0.217
"Barger, Addison",False,20,0.05,0.105,0,1,0,0,12,52,16,0.0,0.05,0.0,0.0,0.0,0.0625,0.0,0.0,0.23076923076923078,0.155
"Murphy, Sean",False,13,0.077,0.077,1,0,0,0,11,24,8,0.07692307692307693,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.4583333333333333,0.154
