"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
175,681715,"Hernandez, Heriberto",416,42.1,0.333,0.218,0.375,0.552,0.375,0.377,0.319,29,87,90.4,12.6,2165,89.5,89.71,67,175,0,0.20000000000000284,6.43,107,151,123,147,304,320,292,"-4.007","4.007","73.4","7.7",88,69,20,4,0,5,19,21.6,0,0,2.35903,0.6284,0.58287,0.12575,"93.4",156,47.82608695652174,13.043478260869565,10.227272727272728,5.67,0.07,0.11,2.36,0.33,9,"2.289714286",0.315,0.584,"-2.289714286",0.014,0.015000000000000013,-0.032,-0.002,38.3,"37.6",15.899109710083708,-1.2866182694190602,30.659986620121195,0.5314285714285715,36.809093704324646,33.69235462589892
10,670276,"Stevenson, Cal",25,40,0.333,0,0.4,0.333,0.295,0.17,0.172,2,6,85.3,7.6,2334,90.4,90.16,1,10,0,-0.20000000000000284,6.2,124,146,106,151,280,306,287,"-0.169","0.169","68.9","7.1",6,5,2,0,0,0,1,16.7,0,0,2.538,0.29,0.506,-0.506,"89.5",132,20,0,0,5.72,-1.82,-0.1,2.07,0.333,0,"1.69",0.172,0.227,"-1.69",0.161,0.16100000000000003,0.106,0.125,10,"28.0",9.915053760939559,7.401370785896324,31.686861563258343,0.5,41.62130008360774,25.059739418894132
8,624513,"Nuñez, Dom",28,28.6,0.333,0,0.5,0.333,0.295,0.038,0.042,1,3,72.9,-27.5,2508,84.2,84.67,5,8,0,0.5,6.64,120,146,118,152,279,320,297,"0.401","-0.401","63.2","7.4",3,2,1,0,0,0,1,33.3,0,0,2.94375,0.35,-0.4625,-0.245,"88.0",79,0,0,0,5.09,2.49,-0.29,2.14,0.333,0,"-5.0125",0.042,0.046,"5.0125",0.291,0.29100000000000004,0.287,0.257,62.5,"22.4",20.21813969240182,-20.518731669843703,31.851418739873807,0.125,38.01466912712907,42.7138285223765
190,623168,"Heineman, Tyler",426,44.6,0.333,0.195,0.371,0.529,0.361,0.266,0.252,29,87,85.3,21,2239,88.6,88.64,35,190,0,0,6.34,115,147,113,150,287,317,290,"-1.743","1.743","66.2","7.1",89,73,19,6,1,3,16,18,0,0,2.52437,0.53455,0.40353,-0.40353,"90.8",150,30.136986301369863,5.47945205479452,4.49438202247191,5.71,-0.95,0.06,2.32,0.326,4,"0.917368421",0.253,0.361,"-0.917368421",0.081,0.07300000000000001,0.168,0.095,18.4,"36.0",7.289453272067929,-12.830611684458834,28.598588217495617,0.47368421052631576,37.20514165811575,35.17834541903763
17,553882,"Narváez, Omar",43,39.5,0.333,0,0.286,0.333,0.253,0.244,0.273,2,6,87.2,12.4,2260,92.7,92.41,2,17,0,-0.29999999999999716,6.42,111,145,104,148,287,315,297,"0.068","-0.068","66.7","7.0",7,7,2,0,0,0,0,0,0,0,1.61176,1.07647,0.75059,-0.28,"90.9",147,14.285714285714285,0,0,6.07,-1.06,-0.03,2.37,0.286,0,"-0.4",0.247,0.341,"0.4",0.06,0.03899999999999998,-0.008,0.009,11.8,"45.1",11.033468158371765,-0.1560286780249518,34.08539889445286,0.7647058823529411,37.523938100415926,28.42441748381289
48,545121,"Vargas, Ildemaro",98,49,0.333,0.208,0.412,0.542,0.374,0.309,0.278,8,24,91.4,12.5,2193,86.7,87.11,14,48,0,0.3999999999999915,6.31,112,147,112,148,294,323,300,"-1.469","1.469","70.1","7.5",24,18,5,2,0,1,6,25,0,0,2.63396,0.50542,0.14542,-0.14542,"92.3",163,50,5.555555555555555,4.166666666666666,5.67,-0.66,-0.09,2.34,0.333,1,"3.060416667",0.278,0.45,"-3.060416667",0.055,0.05499999999999999,0.092,0.065,29.2,"31.9",6.66607896371182,-9.50773037872543,23.524473864785588,0.4166666666666667,34.71048828626731,29.268597334675167
11,695257,"Cook, Billy",20,55,0.333,0,0.4,0.333,0.295,0.38,0.409,2,6,81.6,26.4,2175,88.3,88.46,2,11,0,0.20000000000000284,6.47,118,151,119,148,307,329,291,"-0.021","0.021","70.0","8.0",6,5,2,0,0,0,1,16.7,0,0,2.53273,0.41636,0.40455,-0.94636,"90.9",109,40,0,0,5.49,0.8,0.64,1.88,0.333,0,"0.190909091",0.409,0.449,"-0.190909091",-0.076,-0.07599999999999996,-0.116,-0.085,18.2,"33.6",12.933050687330587,-8.060459852453597,30.97290611890823,0.6363636363636364,42.24728966981005,31.929327289790677
595,672580,"Garcia, Maikel",1652,36,0.329,0.188,0.331,0.518,0.359,0.346,0.32,112,340,91.6,10.1,2310,89.7,90.02,77,595,0,0.29999999999999716,6.46,109,150,116,147,307,323,293,"-0.433","0.433","72.0","7.3",343,320,71,27,5,9,23,6.7,0,0,2.31894,0.57284,0.28027,0.11636,"93.2",164,46.08150470219436,5.956112852664576,5.539358600583091,5.84,-1.06,0.03,2.53,0.327,19,"0.072773109",0.318,0.494,"-0.072773109",0.009,0.009000000000000008,0.024,0.013,12.9,"39.5",4.677690921432916,1.2821338419127501,26.721884768163374,0.45546218487394957,34.84694831538611,33.68837746163809
710,682829,"De La Cruz, Elly",1795,39.6,0.328,0.235,0.354,0.563,0.379,0.369,0.311,109,332,91.1,8.8,2190,89.5,89.69,212,710,0,0.20000000000000284,6.42,113,147,120,149,296,325,300,"1.703","-1.703","74.5","7.2",333,275,69,20,2,18,58,17.4,0,0,2.29773,0.59723,0.47743,-0.47904,"93.2",151,45.98540145985402,13.138686131386862,10.81081081081081,5.79,-0.53,-0.02,2.43,0.327,36,"-0.239859155",0.311,0.562,"0.239859155",0.017,0.016000000000000014,0.001,0.01,29.9,"37.4",8.345718346881796,0.544793608380608,34.035738634945496,0.5126760563380282,38.83213673101725,36.91170764157252
726,518692,"Freeman, Freddie",1565,46.4,0.326,0.189,0.377,0.515,0.356,0.336,0.296,100,307,91.5,16.4,2300,90.3,90.5,185,726,0,0.20000000000000284,6.38,116,146,129,151,294,322,302,"2.67","-2.67","69.4","6.9",310,249,63,26,1,10,61,19.7,0,0,2.22565,0.60544,0.36051,-0.14414,"92.0",162,45.38152610441767,8.835341365461847,7.096774193548387,5.77,-0.86,-0.07,2.47,0.323,22,"-0.367768595",0.296,0.491,"0.367768595",0.03,0.027000000000000024,0.024,0.02,25.5,"38.1",10.617372288162054,1.7405917413484433,42.91369751800627,0.46143250688705234,39.46131813946651,26.39728818759923
800,592518,"Machado, Manny",1794,44.6,0.324,0.223,0.328,0.548,0.369,0.399,0.336,119,367,94.1,14.5,2274,89.4,89.37,177,800,0,0,6.4,108,151,124,147,304,326,297,"-0.707","0.707","74.7","7.8",371,324,75,25,0,19,47,12.7,0,0,2.33809,0.58106,0.36945,0.06172,"93.5",172,54.93827160493827,13.580246913580247,11.859838274932615,5.67,-0.62,0.05,2.43,0.321,44,"0.088375",0.335,0.603,"-0.088375",-0.012,-0.014000000000000012,-0.055,-0.03,22.1,"35.6",7.4255154732168425,-0.5959670608946223,26.835931435889123,0.545,39.94620002362802,30.950868987497746
92,543510,"McCann, James",217,42.4,0.324,0.216,0.385,0.541,0.37,0.348,0.302,12,37,91.3,1.5,2365,88.5,88.73,28,92,0,0.20000000000000284,6.45,111,152,121,147,308,327,293,"0.65","-0.65","71.3","7.1",37,28,8,2,0,2,9,24.3,0,0,2.51326,0.43348,0.06088,-0.06374,"92.1",134,50,10.714285714285714,8.108108108108109,5.79,-0.31,0.11,2.24,0.324,3,"-0.706521739",0.302,0.52,"0.706521739",0.022,0.02200000000000002,0.021,0.022,30.4,"39.1",11.967454593080499,-4.524875978895841,36.05074333491722,0.4673913043478261,37.130813519564576,38.88639299111711
553,666158,"Lux, Gavin",1449,38.2,0.324,0.126,0.363,0.451,0.334,0.297,0.29,82,253,88.5,9.8,2273,90.1,90.31,104,553,0,0.20000000000000284,6.4,116,146,116,150,288,321,300,"6.554","-6.554","69.5","7.4",253,219,59,18,1,4,34,13.4,0,0,2.20937,0.63315,0.38374,-0.22544,"91.1",149,38.35616438356164,3.65296803652968,3.1620553359683794,5.77,-1.32,-0.01,2.41,0.324,8,"-1.18517179",0.29,0.399,"1.18517179",0.034,0.03400000000000003,0.052,0.037,18.8,"36.3",11.274069748734448,2.869366120444742,33.49674212505548,0.45027124773960214,35.24682997248344,32.1943816556815
631,665489,"Guerrero Jr., Vladimir",1770,35.6,0.322,0.198,0.326,0.52,0.359,0.396,0.348,112,348,93.3,9,2259,90,90.12,131,631,0,0.09999999999999432,6.49,108,151,124,147,305,325,293,"-6.061","6.061","76.5","7.6",350,313,73,24,0,15,37,10.6,0,0,2.27788,0.59346,0.39878,0.13967,"94.8",158,51.75718849840255,13.738019169329075,12.285714285714286,5.74,-0.92,0.02,2.44,0.32,43,"0.960538827",0.348,0.581,"-0.960538827",-0.026,-0.02799999999999997,-0.061,-0.037,20.8,"36.8",1.601459485460502,-3.2781362518165515,26.644632179581496,0.3312202852614897,37.902750575933254,33.93340189743785
615,621439,"Buxton, Byron",1368,45,0.321,0.317,0.323,0.638,0.398,0.388,0.302,87,271,93,19,2293,90.4,90.69,167,615,0,0.29999999999999716,6.51,109,152,121,145,300,326,296,"-11.946","11.946","75.1","7.9",276,223,49,12,4,22,53,19.2,0,0,2.16016,0.67412,0.39522,0.18726,"93.8",166,57.20720720720721,17.56756756756757,14.130434782608695,5.74,-1.03,0.09,2.44,0.315,39,"1.942439024",0.303,0.621,"-1.942439024",0.019,0.01200000000000001,0.017,0.01,27.2,"37.5",13.50458363110062,-5.837923524099354,33.75970448245007,0.5934959349593496,37.563425207814525,27.950638685973207
231,701350,"Anthony, Roman",730,31.6,0.321,0.152,0.393,0.473,0.341,0.338,0.303,36,112,95,6.3,2239,89.1,89.08,63,231,0,0,6.32,113,145,124,150,287,323,306,"0.595","-0.595","74.6","7.3",112,90,22,12,1,1,22,19.6,0,0,2.40403,0.51385,0.45502,-0.31848,"93.9",146,59.55056179775281,8.98876404494382,7.142857142857142,5.74,-0.69,-0.11,2.47,0.321,8,"-0.257575758",0.303,0.491,"0.257575758",0.018,0.018000000000000016,-0.018,0.003,27.3,"37.0",9.316428046189635,0.7989357019293767,29.635034679970122,0.49783549783549785,35.24208555821455,35.247369456905645
410,608324,"Bregman, Alex",1079,38,0.321,0.288,0.313,0.609,0.393,0.339,0.278,69,215,92,18.8,2294,89.8,90.13,48,410,0,0.29999999999999716,6.55,107,151,122,146,289,322,296,"-7.336","7.336","71.4","7.1",216,190,35,20,0,14,26,12,0,0,2.2186,0.64763,0.3627,0.15029,"92.9",169,49.473684210526315,10.526315789473683,9.25925925925926,5.65,-0.83,0.11,2.36,0.319,20,"1.789268293",0.277,0.526,"-1.789268293",0.043,0.04199999999999998,0.083,0.054,11.7,"38.3",14.411513744424708,-5.565071620171803,27.908050531379757,0.6829268292682927,33.88873819897814,32.12874472293209
305,663853,"Gonzalez, Romy",648,47.1,0.32,0.286,0.36,0.605,0.383,0.394,0.315,47,147,95.7,7.3,2193,88.4,88.48,96,305,0,0.09999999999999432,6.38,108,150,120,147,292,321,297,"-5.93","5.93","75.2","6.8",150,118,22,15,3,7,32,21.3,0,0,2.30798,0.68046,0.48523,-0.12663,"94.4",162,63.24786324786324,17.94871794871795,14.000000000000002,5.79,0.27,0.04,2.45,0.313,21,"1.944262295",0.316,0.608,"-1.944262295",0.005,-0.0030000000000000027,-0.003,-0.011,31.5,"39.8",6.996960301490315,1.2891460126049024,27.43900159725415,0.4918032786885246,36.83273262869835,28.096077670448814
388,643565,"Tauchman, Mike",958,40.5,0.317,0.192,0.364,0.509,0.352,0.321,0.294,53,167,89.9,17.8,2285,89.6,89.83,89,388,0,0.20000000000000284,6.46,117,147,117,152,288,322,302,"-1.623","1.623","68.9","7.2",168,135,34,12,1,6,33,19.6,0,0,2.24088,0.6418,0.35247,-0.23887,"91.5",173,42.53731343283582,7.462686567164178,5.952380952380952,5.83,-1.13,-0.01,2.41,0.315,10,"0.418298969",0.292,0.463,"-0.418298969",0.023,0.02300000000000002,0.046,0.031,22.9,"38.8",8.75122259272627,1.1905607504001114,34.33781829151856,0.49226804123711343,38.13135716242185,30.670957868848443
49,666126,"Cortes, Carlos",96,51,0.316,0.105,0.4,0.421,0.301,0.189,0.184,6,19,85.6,21.9,2167,90.9,90.62,14,49,0,-0.30000000000001137,6.31,114,146,118,151,289,328,306,"1.54","-1.54","72.0","7.0",20,15,5,0,1,0,5,25,0,0,2.02143,0.79204,0.79041,-0.76755,"90.7",169,33.33333333333333,0,0,5.66,-1.76,0.05,2.44,0.3,0,"-3.142857143",0.19,0.242,"3.142857143",0.132,0.10999999999999999,0.179,0.112,28.6,"35.6",8.152169043876402,0.3722577631883055,25.89343517975238,0.5918367346938775,39.063964713792586,28.647802376735445
41,663368,"Perkins, Blake",126,32.5,0.316,0.211,0.545,0.526,0.356,0.174,0.148,6,19,91.3,22.2,2335,89.2,89.15,16,41,0,0,6.14,112,145,110,146,288,311,290,"0.173","-0.173","70.6","7.5",19,11,3,2,1,0,8,42.1,0,0,2.54317,0.34634,0.08024,-0.08024,"91.6",154,45.45454545454545,9.090909090909092,5.263157894736842,5.71,-0.55,0.14,2.21,0.316,1,"-0.42195122",0.148,0.265,"0.42195122",0.168,0.168,0.261,0.182,39,"38.1",12.538992456237414,-6.632872492279122,30.913130829109104,0.6341463414634146,36.692040376332784,31.70047156006911
694,683002,"Henderson, Gunnar",1637,42.4,0.315,0.201,0.352,0.517,0.354,0.361,0.334,105,333,93.4,10,2212,89.6,89.72,156,694,0,0.10000000000000853,6.45,117,147,128,152,297,325,302,"4.388","-4.388","75.4","7.3",334,276,66,23,4,12,58,17.4,0,0,2.25295,0.64718,0.45204,-0.25027,"93.4",152,54.18181818181819,9.454545454545455,7.784431137724551,5.83,-0.51,0.01,2.46,0.314,26,"-0.632276657",0.335,0.505,"0.632276657",-0.019,-0.02100000000000002,0.012,-0.007,22.5,"37.9",8.605988633259791,1.4331575363442535,29.264484195808198,0.5100864553314121,34.688427833450056,32.863183198619645
763,681624,"Pages, Andy",1584,48.2,0.314,0.225,0.316,0.539,0.359,0.342,0.299,105,334,89.6,16.8,2311,89.7,89.88,145,763,0,0.20000000000000284,6.36,109,151,122,147,302,320,293,"-5.613","5.613","72.7","7.9",339,291,69,16,1,19,48,14.2,0,0,2.29986,0.59169,0.32536,0.0989,"91.6",166,40.3448275862069,8.620689655172415,7.374631268436578,5.71,-0.74,-0.01,2.38,0.31,25,"0.735648755",0.297,0.512,"-0.735648755",0.015,0.013000000000000012,0.027,0.017,19,"36.8",7.725727405752339,-3.719932539705344,40.83299423586605,0.4875491480996068,38.54309669152928,31.081948906745705
230,686527,"Canzone, Dominic",510,45.1,0.314,0.245,0.313,0.559,0.372,0.391,0.322,32,102,93.4,10.7,2256,89.1,89.31,50,230,0,0.20000000000000284,6.46,116,145,121,151,295,324,298,"-1.978","1.978","72.9","7.2",102,89,19,7,0,6,13,12.7,0,0,2.38596,0.53636,0.34048,-0.27004,"93.0",149,53.40909090909091,15.909090909090908,13.725490196078432,5.73,-1.58,-0.05,2.19,0.314,14,"0.86",0.322,0.604,"-0.86",-0.008,-0.008000000000000007,-0.045,-0.019,21.7,"38.3",12.411776239107455,-3.0055929765381615,32.85682009483359,0.5391304347826087,37.82747744725742,39.10712420851812
621,543807,"Springer, George",1601,38.8,0.314,0.223,0.317,0.536,0.358,0.388,0.323,86,274,91.2,17.5,2253,89.9,89.99,163,621,0,0.09999999999999432,6.46,109,151,123,146,301,324,291,"1.877","-1.877","73.4","7.5",278,241,54,17,1,14,37,13.3,0,0,2.23548,0.66289,0.40218,0.16678,"92.7",166,48.333333333333336,13.750000000000002,11.870503597122301,5.75,-0.74,0.12,2.49,0.309,33,"-0.302254428",0.321,0.601,"0.302254428",-0.009,-0.01200000000000001,-0.065,-0.03,26.2,"38.3",12.827991417181808,0.32281582852540674,35.0215831567743,0.5764895330112721,37.10134496294403,21.562673061141382
183,665804,"Amaya, Miguel",377,48.5,0.313,0.263,0.328,0.575,0.372,0.334,0.291,25,80,88.8,19.7,2275,88.7,88.73,42,183,0,0,6.41,112,150,123,147,300,317,291,"-3.144","3.144","72.1","7.7",81,68,12,9,0,4,13,16,0,0,2.42355,0.54115,0.35617,0.09268,"92.2",170,36.76470588235294,7.352941176470589,6.172839506172839,5.72,-0.99,0.07,2.2,0.309,5,"1.718032787",0.293,0.483,"-1.718032787",0.022,0.016000000000000014,0.092,0.038,23,"36.9",11.20162797994914,-11.363005500031926,34.88568530926111,0.546448087431694,36.174109415883045,31.114391905686762
41,681987,"Eaton, Nate",109,37.6,0.313,0.063,0.357,0.375,0.282,0.257,0.288,5,16,87.1,17.4,2223,87,87.41,9,41,0,0.4000000000000057,6.48,112,149,118,144,295,320,298,"1.05","-1.05","74.1","7.3",17,14,4,1,0,0,3,17.6,0,0,2.46122,0.605,0.24927,-0.08293,"91.4",152,42.857142857142854,0,0,5.97,1.15,0.21,2.39,0.294,0,"-2.56097561",0.274,0.328,"2.56097561",0.025,0.019999999999999962,0.047,0.025,22,"43.5",5.8521932520160584,-5.522852839496484,31.698714748763166,0.43902439024390244,36.51923836646334,35.234314546176414
385,609280,"Andujar, Miguel",804,47.9,0.312,0.148,0.317,0.46,0.331,0.291,0.273,59,189,87.6,12.5,2281,89.3,89.33,61,385,0,0,6.45,109,150,122,146,299,322,290,"3.01","-3.01","71.6","7.7",190,173,44,8,1,6,17,8.9,0,0,2.34125,0.59898,0.37239,0.25442,"92.0",143,34.104046242774565,4.624277456647398,4.2105263157894735,5.7,-1.09,-0.02,2.33,0.311,8,"-0.781818182",0.272,0.406,"0.781818182",0.039,0.03899999999999998,0.054,0.04,15.8,"35.9",6.155138072493489,-5.957867033644256,25.905009641000472,0.5194805194805194,38.68195989476426,31.759578077214677
576,656811,"O'Hearn, Ryan",1404,41,0.312,0.204,0.32,0.517,0.351,0.361,0.323,84,269,91.9,12.5,2248,89.5,89.66,117,576,0,0.20000000000000284,6.45,116,146,126,151,294,325,301,"2.674","-2.674","72.0","7.2",272,235,56,14,1,13,37,13.6,0,0,2.31078,0.57659,0.40962,-0.30478,"92.7",161,50.212765957446805,9.361702127659575,8.088235294117647,5.76,-1.1,-0.05,2.43,0.309,22,"-0.464236111",0.321,0.531,"0.464236111",-0.011,-0.01200000000000001,-0.014,-0.01,20.3,"37.1",11.982899410865203,-0.8208354770169388,33.114607194930336,0.4305555555555556,38.47318197095634,27.426302494014667
778,607208,"Turner, Trea",1806,43.1,0.311,0.154,0.328,0.465,0.332,0.313,0.292,107,344,89.3,11.5,2292,89.5,89.6,181,778,0,0.09999999999999432,6.42,107,150,119,146,300,323,289,"9.918","-9.918","70.9","7.6",346,308,75,20,3,9,38,11,0,0,2.35397,0.54789,0.31078,0.04976,"91.8",155,39.935064935064936,6.493506493506493,5.780346820809249,5.88,-0.47,0.06,2.38,0.309,20,"-1.274807198",0.291,0.446,"1.274807198",0.019,0.018000000000000016,0.019,0.019,23.3,"39.0",8.278604296163708,-3.131826797594336,27.956134003070318,0.6053984575835476,37.82897307344335,29.3728454893938
260,672016,"Clarke, Denzel",631,41.2,0.311,0.198,0.38,0.509,0.35,0.31,0.278,33,106,90.2,5.2,2283,89.2,89.16,81,260,0,0,6.4,105,149,111,146,302,323,288,"2.605","-2.605","74.3","7.7",106,82,20,8,2,3,24,22.6,0,0,2.33908,0.60725,0.38169,0.21777,"92.4",144,45.1219512195122,7.317073170731707,5.660377358490567,5.75,-1.08,0.03,2.39,0.311,6,"-1.001923077",0.278,0.449,"1.001923077",0.033,0.032999999999999974,0.06,0.04,31.2,"36.5",4.247257356481259,2.057186499270691,31.110459454996505,0.4461538461538462,36.19571184306872,27.88813455560174
572,676475,"Burleson, Alec",1314,43.5,0.31,0.213,0.3,0.523,0.352,0.362,0.309,89,287,92.2,18.2,2246,90,90.32,79,572,0,0.29999999999999716,6.5,116,147,120,152,296,323,304,"-2.058","2.058","72.5","7.5",290,264,56,19,0,14,26,9,0,0,2.2507,0.6065,0.46641,-0.36004,"93.2",177,45.038167938931295,10.687022900763358,9.655172413793103,5.72,-1.11,-0.08,2.48,0.307,28,"0.35979021",0.31,0.536,"-0.35979021",0.001,-0.0030000000000000027,-0.013,-0.01,13.8,"36.7",10.43290287568674,-0.38317782683155366,30.86615720653308,0.5979020979020979,32.842866892511395,31.751207043250343
576,686217,"Frelick, Sal",1552,37.1,0.309,0.126,0.309,0.435,0.318,0.29,0.288,88,285,86,13.1,2244,90.7,90.91,63,576,0,0.20000000000000284,6.48,114,146,105,150,286,314,296,"4.772","-4.772","68.5","7.1",288,267,70,8,2,8,21,7.3,0,0,2.11488,0.6996,0.48974,-0.21311,"90.9",140,27.819548872180448,3.7593984962406015,3.4722222222222223,5.73,-0.78,-0.01,2.44,0.306,10,"-0.828472222",0.287,0.383,"0.828472222",0.021,0.019000000000000017,0.052,0.028,10.9,"37.3",8.322427832996356,-2.149651788122492,27.858608178116363,0.5381944444444444,36.07259649083632,28.047703783415134
189,701305,"Dezenzo, Zach",480,39.4,0.308,0.154,0.393,0.462,0.331,0.359,0.3,24,78,89.5,18.2,2315,89.9,89.77,59,189,0,-0.10000000000000853,6.42,107,152,121,147,299,326,290,"1.975","-1.975","73.5","7.6",78,58,16,6,0,2,20,25.6,0,0,2.2127,0.6708,0.39963,0.34005,"91.5",165,41.37931034482759,17.24137931034483,12.82051282051282,5.8,-1.37,0.04,2.37,0.308,10,"-1.044973545",0.3,0.548,"1.044973545",0.008,0.008000000000000007,-0.086,-0.028,31.2,"38.8",13.788477932877068,0.9619558201920745,39.72294897466909,0.47619047619047616,37.47930844967944,29.919262296142424
315,543309,"Higashioka, Kyle",795,39.6,0.308,0.164,0.317,0.472,0.333,0.32,0.284,49,159,92.1,18.3,2225,89.7,89.64,52,315,0,-0.10000000000000853,6.44,107,151,122,145,303,327,296,"1.298","-1.298","71.2","7.2",160,144,34,9,1,5,16,10,0,0,2.19137,0.72211,0.47156,0.05689,"92.6",171,44.75524475524475,6.993006993006993,6.25,5.75,-0.27,0.14,2.52,0.306,10,"-0.412063492",0.282,0.473,"0.412063492",0.024,0.02400000000000002,-0.001,0.013,16.5,"37.5",13.122995413485807,-7.217793923638219,32.285393845391084,0.5619047619047619,34.44098941798555,30.027763214887813
181,691019,"Teel, Kyle",455,39.8,0.308,0.141,0.361,0.449,0.322,0.386,0.318,24,78,90.6,16.5,2259,89.6,89.76,46,181,0,0.20000000000000284,6.43,118,147,116,152,286,321,301,"3.008","-3.008","69.4","6.7",79,63,17,5,0,2,16,20.3,0,0,2.29155,0.5925,0.4258,-0.39033,"91.4",171,41.269841269841265,12.698412698412698,10.126582278481013,5.82,-1.69,-0.08,2.29,0.304,8,"-1.661878453",0.316,0.599,"1.661878453",-0.01,-0.01200000000000001,-0.15,-0.064,25.4,"38.2",9.313975012885633,6.319776663988349,38.90424181073995,0.4585635359116022,36.7447372302103,28.398392137298405
689,695578,"Wood, James",1966,35,0.308,0.292,0.332,0.601,0.383,0.405,0.322,98,318,94.4,6.5,2269,89.4,89.59,198,689,0,0.19999999999998863,6.4,118,147,128,150,299,326,306,"-1.615","1.615","75.9","7.6",320,247,53,21,0,24,73,22.8,0,0,2.35952,0.53173,0.38632,-0.14277,"94.3",149,56.734693877551024,18.775510204081634,14.374999999999998,5.79,-0.43,0.11,2.49,0.306,46,"0.234397678",0.321,0.647,"-0.234397678",-0.014,-0.015000000000000013,-0.046,-0.022,28.7,"35.9",10.55656850935491,1.1354078246385388,40.33174255158948,0.40493468795355586,36.87190723407271,32.877826185145366
779,660271,"Ohtani, Shohei",1945,40.1,0.308,0.396,0.3,0.704,0.422,0.451,0.324,105,341,96.3,15.8,2286,89.5,89.76,245,779,0,0.29999999999999716,6.41,119,146,132,152,301,325,306,"-12.325","12.325","76.0","8.0",343,266,49,13,7,36,77,22.4,0,0,2.37144,0.51317,0.32468,-0.06805,"94.8",170,62.03007518796993,24.06015037593985,18.658892128279884,5.76,-0.68,0.13,2.43,0.306,64,"1.582156611",0.323,0.757,"-1.582156611",-0.016,-0.017000000000000015,-0.053,-0.029,31.5,"37.3",15.548511260878387,-2.5359754374891263,36.96520763903224,0.5378690629011553,38.87618209777927,28.041563407797103
568,672386,"Kirk, Alejandro",1342,42.3,0.308,0.116,0.316,0.425,0.313,0.344,0.306,90,292,92.1,12.4,2308,89.6,89.7,93,568,0,0.10000000000000853,6.47,109,150,123,147,301,320,286,"10.282","-10.282","72.4","7.2",296,270,70,13,0,7,26,8.8,0,0,2.31972,0.58238,0.34771,0.13423,"93.4",163,53.90334572490706,9.66542750929368,8.783783783783784,5.74,-0.79,-0.02,2.25,0.304,26,"-1.810211268",0.305,0.501,"1.810211268",0.002,-0.0010000000000000009,-0.076,-0.031,16.4,"37.6",7.986305736994242,2.4301900667074294,23.914004501154178,0.5721830985915493,39.64638245995234,30.95509697013189
437,686555,"Collins, Isaac",1142,38.3,0.307,0.151,0.351,0.458,0.328,0.302,0.286,59,192,88.2,14.4,2240,91.1,91.45,101,437,0,0.30000000000001137,6.51,110,147,111,149,293,316,293,"6.648","-6.648","72.7","6.7",193,157,43,9,1,6,36,18.7,0,0,1.96375,0.81463,0.5062,-0.5062,"91.5",153,39.490445859872615,6.369426751592357,5.181347150259067,5.75,-0.48,-0.04,2.31,0.306,10,"-1.521281465",0.288,0.416,"1.521281465",0.021,0.018000000000000016,0.042,0.026,23.1,"39.3",3.7837587755274997,-1.7552813604693784,29.1704010284353,0.3524027459954233,38.201491567979154,31.904163285549583
616,687597,"Beck, Jordan",1540,40,0.307,0.216,0.361,0.523,0.353,0.335,0.283,87,283,88.1,13.1,2301,89.5,89.97,181,616,0,0.5,6.42,109,151,121,147,310,331,298,"-3.283","3.283","73.6","7.7",284,220,54,17,4,12,64,22.5,0,0,2.36237,0.50294,0.22602,-0.01907,"91.9",173,41.0958904109589,11.415525114155251,8.80281690140845,5.76,-0.8,0.11,2.49,0.306,25,"0.532954545",0.283,0.504,"-0.532954545",0.024,0.02300000000000002,0.019,0.018,29.4,"37.4",9.781110763171384,-3.1900333101947793,32.01209712492462,0.5340909090909091,38.96049955779482,27.590977087598137
482,657656,"Laureano, Ramón",1208,39.9,0.306,0.244,0.331,0.55,0.36,0.365,0.304,64,209,90.4,15.4,2240,89.1,89.35,127,482,0,0.20000000000000284,6.48,106,150,121,145,303,324,292,"-1.331","1.331","72.3","7.1",212,167,39,12,0,13,45,21.2,0,0,2.28813,0.64335,0.38755,0.07884,"92.7",162,50.29940119760479,11.377245508982035,8.962264150943396,5.84,-0.35,-0.08,2.4,0.302,19,"0.276141079",0.302,0.569,"-0.276141079",0.002,0,-0.019,-0.005,26.3,"38.3",16.9101399864602,0.00841816321086536,35.99806857839033,0.475103734439834,38.43314832923902,32.71352441896052
